1 Time;2 Number;5 Layers;10 Neurons;15 Epochs;20 Train-Acc;21 Val-Acc;22 Train-F1;27 Val-F1;29 Chunksize;30 Comment;Batch-Size;Clipping;Cutoff;Dataset;Future;Link;NLabels;Report;Runtime;Selection;Shape;Train-Confusion;Train-Loss;Val-Confusion;Val-Loss;Weightdecay
Thu Feb 16 20:52:30 2017;32;3;15;300;0.864;0.808;0.579;0.525;3000;LSTM-testing-norm-3ch no random;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.69      0.65      0.67       613
        1.0       0.00      0.00      0.00         2
        2.0       0.89      0.82      0.85      5101
        3.0       0.72      0.81      0.76      1680
        4.0       0.91      0.82      0.86      2332
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.81      0.83      9728
";4.87;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 37);"[[  8.80e-01   0.00e+00   5.91e-02   9.98e-03   5.07e-02   0.00e+00]
 [  3.08e-01   0.00e+00   4.04e-01   1.26e-02   2.75e-01   0.00e+00]
 [  5.01e-03   0.00e+00   9.38e-01   3.60e-02   2.06e-02   0.00e+00]
 [  9.86e-04   0.00e+00   1.43e-01   8.56e-01   4.93e-04   0.00e+00]
 [  9.65e-03   0.00e+00   5.44e-02   6.58e-04   9.35e-01   0.00e+00]
 [  1.19e-01   0.00e+00   4.90e-01   1.48e-01   2.43e-01   0.00e+00]]";0.43082;"[[  6.94e-01   0.00e+00   1.51e-01   2.95e-02   1.25e-01   0.00e+00]
 [  2.20e-01   0.00e+00   3.09e-01   1.45e-02   4.57e-01   0.00e+00]
 [  1.73e-02   4.23e-04   8.87e-01   6.15e-02   3.41e-02   0.00e+00]
 [  1.60e-03   0.00e+00   2.74e-01   7.22e-01   2.13e-03   0.00e+00]
 [  1.42e-02   0.00e+00   7.80e-02   4.73e-04   9.07e-01   0.00e+00]
 [  2.50e-01   0.00e+00   4.09e-01   1.48e-01   1.93e-01   0.00e+00]]";0.55418;0.00001
Thu Feb 16 21:14:33 2017;33;3;20;350;0.899;0.792;0.676;0.547;3000;LSTM-testing-norm-3ch ;64;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.65      0.56      0.60       516
        1.0       0.14      0.47      0.22       139
        2.0       0.86      0.81      0.83      5075
        3.0       0.87      0.78      0.82      1986
        4.0       0.78      0.85      0.81      2012
        5.0       0.00      0.00      0.00         0

avg / total       0.83      0.79      0.81      9728
";11.26;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 37);"[[  8.63e-01   5.92e-02   4.19e-02   6.74e-03   2.92e-02   0.00e+00]
 [  1.80e-01   3.32e-01   2.82e-01   4.71e-03   2.01e-01   0.00e+00]
 [  1.60e-03   5.01e-03   9.49e-01   3.34e-02   1.10e-02   0.00e+00]
 [  0.00e+00   0.00e+00   1.16e-01   8.84e-01   2.41e-04   0.00e+00]
 [  8.87e-04   4.88e-03   2.99e-02   2.66e-03   9.62e-01   0.00e+00]
 [  1.13e-01   1.24e-01   5.00e-01   8.60e-02   1.77e-01   0.00e+00]]";0.30677;"[[ 0.65  0.05  0.22  0.02  0.07  0.  ]
 [ 0.22  0.14  0.45  0.01  0.18  0.  ]
 [ 0.01  0.    0.86  0.09  0.04  0.  ]
 [ 0.    0.    0.13  0.87  0.    0.  ]
 [ 0.03  0.01  0.17  0.    0.78  0.  ]
 [ 0.12  0.06  0.59  0.07  0.16  0.  ]]";0.62594;0.00001
Thu Feb 16 21:18:32 2017;33;3;25;300;0.865;0.745;0.614;0.534;3000;LSTM-testing-norm-3ch alldata;128;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.76      0.76      0.76      1007
        1.0       0.10      0.30      0.15       182
        2.0       0.80      0.70      0.74      6709
        3.0       0.75      0.80      0.78      4766
        4.0       0.77      0.78      0.78      3848
        5.0       0.00      0.00      0.00         0

avg / total       0.77      0.75      0.76     16512
";8.41;0 in [];(36110, 37);"[[  8.50e-01   4.05e-02   5.22e-02   1.54e-02   4.18e-02   0.00e+00]
 [  2.48e-01   1.29e-01   3.49e-01   2.84e-02   2.45e-01   0.00e+00]
 [  3.67e-03   4.55e-03   8.91e-01   8.23e-02   1.87e-02   0.00e+00]
 [  6.35e-04   9.07e-05   1.13e-01   8.82e-01   3.90e-03   0.00e+00]
 [  7.06e-03   2.92e-03   3.23e-02   5.97e-03   9.52e-01   0.00e+00]
 [  4.83e-02   7.95e-02   4.72e-01   1.48e-01   2.53e-01   0.00e+00]]";0.38152;"[[ 0.76  0.09  0.05  0.05  0.05  0.  ]
 [ 0.27  0.1   0.32  0.05  0.27  0.  ]
 [ 0.01  0.    0.8   0.13  0.06  0.  ]
 [ 0.    0.    0.2   0.75  0.04  0.  ]
 [ 0.01  0.    0.19  0.03  0.77  0.  ]
 [ 0.11  0.04  0.36  0.2   0.29  0.  ]]";0.69709;0.00001
Thu Feb 16 21:23:26 2017;32;3;15;350;0.886;0.801;0.666;0.58;500;LSTM-testing-norm-3ch ;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.85      0.64      0.73      3556
        1.0       0.19      0.50      0.28      1075
        2.0       0.83      0.86      0.85     27689
        3.0       0.84      0.81      0.83     10967
        4.0       0.86      0.75      0.80     15078
        5.0       0.00      0.33      0.00         3

avg / total       0.83      0.80      0.81     58368
";33.84;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122538, 37);"[[  8.95e-01   4.47e-02   2.91e-02   7.24e-03   2.37e-02   3.75e-04]
 [  2.01e-01   3.01e-01   2.47e-01   2.16e-03   2.49e-01   3.93e-04]
 [  2.03e-03   4.03e-03   9.37e-01   3.99e-02   1.73e-02   0.00e+00]
 [  3.21e-04   0.00e+00   1.35e-01   8.65e-01   4.01e-04   0.00e+00]
 [  3.70e-04   9.06e-03   4.45e-02   7.02e-04   9.45e-01   0.00e+00]
 [  2.34e-01   6.81e-02   3.55e-01   1.35e-01   2.06e-01   1.79e-03]]";0.36116;"[[  8.54e-01   3.27e-02   5.48e-02   9.76e-03   4.88e-02   3.75e-04]
 [  2.30e-01   1.91e-01   3.41e-01   1.40e-02   2.24e-01   0.00e+00]
 [  3.33e-03   6.95e-03   8.33e-01   6.75e-02   8.89e-02   0.00e+00]
 [  8.46e-04   4.70e-04   1.24e-01   8.39e-01   3.59e-02   9.40e-05]
 [  2.74e-02   1.56e-02   9.69e-02   7.62e-05   8.60e-01   0.00e+00]
 [  2.62e-01   7.14e-02   3.96e-01   7.89e-02   1.90e-01   1.49e-03]]";0.60782;0.00001
Thu Feb 16 23:48:23 2017;33;3;25;350;0.059;0.059;0.019;0.019;100;LSTM-testing-norm-3ch ;128;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       1.00      0.06      0.11    293760
        1.0       0.00      0.00      0.00         0
        2.0       0.00      0.00      0.00         0
        3.0       0.00      0.00      0.00         0
        4.0       0.00      0.00      0.00         0
        5.0       0.00      0.00      0.00         0

avg / total       1.00      0.06      0.11    293760
";158.3;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(611250, 37);"[[ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]]";nan;"[[ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]
 [ 1.  0.  0.  0.  0.  0.]]";nan;0.00001
Fri Feb 17 10:59:15 2017;34;3;25;300;0.892;0.817;0.685;0.58;3000;GRU-testing-norm-3ch ;128;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.gru.StatefulGRU'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.81      0.57      0.67       629
        1.0       0.18      0.39      0.25       220
        2.0       0.88      0.85      0.87      4897
        3.0       0.85      0.79      0.82      1912
        4.0       0.83      0.87      0.85      2069
        5.0       0.01      1.00      0.02         1

avg / total       0.84      0.82      0.83      9728
";11.81;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 36);"[[  8.98e-01   4.58e-02   2.75e-02   6.11e-03   2.29e-02   0.00e+00]
 [  1.81e-01   3.62e-01   2.45e-01   5.89e-03   2.06e-01   0.00e+00]
 [  3.31e-03   8.00e-03   9.37e-01   3.70e-02   1.50e-02   1.07e-04]
 [  4.81e-04   0.00e+00   1.24e-01   8.74e-01   9.62e-04   0.00e+00]
 [  2.01e-03   9.40e-03   3.83e-02   2.24e-04   9.50e-01   0.00e+00]
 [  1.88e-01   1.13e-01   3.82e-01   1.08e-01   1.83e-01   2.69e-02]]";0.30982;"[[  8.13e-01   2.48e-02   5.18e-02   6.08e-02   4.95e-02   0.00e+00]
 [  2.88e-01   1.85e-01   3.16e-01   1.29e-02   1.98e-01   0.00e+00]
 [  8.21e-03   1.10e-02   8.81e-01   7.35e-02   2.65e-02   0.00e+00]
 [  1.69e-03   0.00e+00   1.44e-01   8.53e-01   5.64e-04   0.00e+00]
 [  3.11e-02   2.93e-02   1.13e-01   4.57e-04   8.27e-01   0.00e+00]
 [  2.14e-01   6.25e-02   3.84e-01   1.43e-01   1.88e-01   8.93e-03]]";0.53189;0.00001
Fri Feb 17 10:59:15 2017;34;3;25;300;0.892;0.817;0.685;0.58;3000;GRU-testing-norm-3ch ;128;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.gru.StatefulGRU'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.81      0.57      0.67       629
        1.0       0.18      0.39      0.25       220
        2.0       0.88      0.85      0.87      4897
        3.0       0.85      0.79      0.82      1912
        4.0       0.83      0.87      0.85      2069
        5.0       0.01      1.00      0.02         1

avg / total       0.84      0.82      0.83      9728
";11.81;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 36);"[[  8.98e-01   4.58e-02   2.75e-02   6.11e-03   2.29e-02   0.00e+00]
 [  1.81e-01   3.62e-01   2.45e-01   5.89e-03   2.06e-01   0.00e+00]
 [  3.31e-03   8.00e-03   9.37e-01   3.70e-02   1.50e-02   1.07e-04]
 [  4.81e-04   0.00e+00   1.24e-01   8.74e-01   9.62e-04   0.00e+00]
 [  2.01e-03   9.40e-03   3.83e-02   2.24e-04   9.50e-01   0.00e+00]
 [  1.88e-01   1.13e-01   3.82e-01   1.08e-01   1.83e-01   2.69e-02]]";0.30982;"[[  8.13e-01   2.48e-02   5.18e-02   6.08e-02   4.95e-02   0.00e+00]
 [  2.88e-01   1.85e-01   3.16e-01   1.29e-02   1.98e-01   0.00e+00]
 [  8.21e-03   1.10e-02   8.81e-01   7.35e-02   2.65e-02   0.00e+00]
 [  1.69e-03   0.00e+00   1.44e-01   8.53e-01   5.64e-04   0.00e+00]
 [  3.11e-02   2.93e-02   1.13e-01   4.57e-04   8.27e-01   0.00e+00]
 [  2.14e-01   6.25e-02   3.84e-01   1.43e-01   1.88e-01   8.93e-03]]";0.53189;0.00001
Fri Feb 17 11:32:47 2017;35;3;10;300;0.857;0.801;0.594;0.541;3000;GRU-testing-norm-3ch ;64;400;;/home/simon/sleep/;0;<class 'chainer.links.connection.gru.StatefulGRU'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.60      0.83      0.70       482
        1.0       0.04      0.54      0.08        37
        2.0       0.92      0.80      0.85      5118
        3.0       0.73      0.88      0.80      1674
        4.0       0.91      0.75      0.82      2417
        5.0       0.00      0.00      0.00         0

avg / total       0.86      0.80      0.83      9728
";23.84;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20401, 36);"[[  8.89e-01   8.09e-03   4.49e-02   1.44e-02   4.40e-02   0.00e+00]
 [  3.24e-01   7.68e-02   2.85e-01   1.92e-02   2.95e-01   0.00e+00]
 [  5.94e-03   1.15e-03   9.26e-01   4.01e-02   2.72e-02   0.00e+00]
 [  7.67e-04   0.00e+00   1.84e-01   8.15e-01   0.00e+00   0.00e+00]
 [  1.00e-02   4.25e-04   7.02e-02   8.51e-04   9.19e-01   0.00e+00]
 [  1.51e-01   5.21e-03   4.48e-01   1.61e-01   2.34e-01   0.00e+00]]";0.45846;"[[  5.98e-01   8.93e-03   1.24e-01   2.98e-02   2.40e-01   0.00e+00]
 [  8.52e-02   4.16e-02   3.72e-01   4.16e-03   4.97e-01   0.00e+00]
 [  5.60e-03   2.24e-03   9.16e-01   3.79e-02   3.88e-02   0.00e+00]
 [  4.95e-04   0.00e+00   2.72e-01   7.28e-01   0.00e+00   0.00e+00]
 [  0.00e+00   5.04e-04   8.56e-02   5.04e-04   9.13e-01   0.00e+00]
 [  1.24e-01   0.00e+00   4.86e-01   1.05e-01   2.86e-01   0.00e+00]]";0.59804;0.00001
Fri Feb 17 11:42:54 2017;36;3;10;150;0.707;0.664;0.643;0.555;3000;LSTM-testing-norm-3ch overwrite;64;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4];"             precision    recall  f1-score   support

        0.0       0.58      0.38      0.46       634
        1.0       0.08      0.35      0.13       419
        2.0       0.85      0.74      0.79      4939
        3.0       0.85      0.71      0.77      1949
        4.0       0.66      0.59      0.62      1787

avg / total       0.77      0.66      0.71      9728
";4.7;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20423, 36);"[[ 0.67  0.03  0.11  0.03  0.16]
 [ 0.06  0.14  0.39  0.09  0.32]
 [ 0.01  0.03  0.88  0.05  0.03]
 [ 0.    0.    0.21  0.79  0.  ]
 [ 0.    0.11  0.08  0.01  0.8 ]]";0.90051;"[[ 0.58  0.03  0.18  0.02  0.18]
 [ 0.11  0.08  0.4   0.11  0.29]
 [ 0.02  0.02  0.85  0.08  0.03]
 [ 0.    0.    0.14  0.85  0.  ]
 [ 0.07  0.1   0.17  0.    0.66]]";0.96709;0.00001
Fri Feb 17 11:56:38 2017;37;3;10;300;0.794;0.73;0.764;0.671;3000;LSTM-testing-norm-3ch ;64;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4];"             precision    recall  f1-score   support

        0.0       0.43      0.68      0.53       367
        1.0       0.40      0.57      0.47      1263
        2.0       0.88      0.75      0.81      4690
        3.0       0.72      0.82      0.77      1612
        4.0       0.83      0.71      0.77      1796

avg / total       0.77      0.73      0.74      9728
";9.49;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20401, 36);"[[  7.96e-01   1.79e-01   2.07e-02   9.40e-04   3.76e-03]
 [  4.82e-02   4.03e-01   2.87e-01   5.36e-02   2.08e-01]
 [  2.94e-03   3.44e-02   9.07e-01   3.78e-02   1.75e-02]
 [  1.67e-03   2.78e-03   1.53e-01   8.42e-01   5.55e-04]
 [  3.14e-03   6.59e-02   5.05e-02   3.14e-03   8.77e-01]]";0.61466;"[[  4.34e-01   4.39e-01   6.25e-02   8.68e-03   5.56e-02]
 [  4.68e-02   4.04e-01   2.82e-01   5.63e-02   2.11e-01]
 [  6.02e-03   3.91e-02   8.84e-01   4.56e-02   2.56e-02]
 [  0.00e+00   1.09e-03   2.75e-01   7.24e-01   5.47e-04]
 [  5.83e-03   8.23e-02   7.97e-02   1.30e-03   8.31e-01]]";0.74375;0.00001
Fri Feb 17 12:07:35 2017;38;3;15;500;0.862;0.792;0.79;0.674;3000;LSTM-testing-norm-3ch ;128;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.57      0.67      0.62       413
        1.0       0.20      0.33      0.25       120
        2.0       0.88      0.82      0.85      4327
        3.0       0.76      0.79      0.78      1616
        4.0       0.87      0.81      0.84      1750
        5.0       0.66      0.76      0.71      1502

avg / total       0.80      0.79      0.80      9728
";7.46;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375, 36);"[[  8.64e-01   3.04e-02   7.82e-03   0.00e+00   6.08e-03   9.21e-02]
 [  1.79e-01   3.41e-01   2.00e-01   1.66e-03   1.52e-01   1.26e-01]
 [  8.52e-04   3.29e-03   9.25e-01   3.07e-02   1.22e-02   2.80e-02]
 [  0.00e+00   0.00e+00   1.10e-01   8.72e-01   0.00e+00   1.82e-02]
 [  3.50e-03   6.71e-03   4.35e-02   1.17e-03   8.78e-01   6.71e-02]
 [  1.90e-02   4.35e-03   8.52e-02   2.55e-02   9.82e-02   7.68e-01]]";0.40117;"[[ 0.57  0.11  0.04  0.    0.07  0.21]
 [ 0.15  0.2   0.22  0.    0.3   0.13]
 [ 0.    0.    0.88  0.07  0.02  0.02]
 [ 0.    0.    0.23  0.76  0.    0.01]
 [ 0.    0.    0.04  0.    0.87  0.08]
 [ 0.05  0.    0.15  0.04  0.09  0.66]]";0.58671;0.00001
Fri Feb 17 12:26:24 2017;39;3;15;500;0.812;0.744;0.743;0.65;500;LSTM-testing-norm-3ch ;512;250;;/home/simon/sleep/;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.82      0.68      0.74      2982
        1.0       0.20      0.52      0.29       620
        2.0       0.86      0.79      0.82     27196
        3.0       0.82      0.79      0.81     10015
        4.0       0.73      0.71      0.72      9934
        5.0       0.46      0.60      0.52      7621

avg / total       0.77      0.74      0.75     58368
";13;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(122538, 36);"[[  8.41e-01   3.58e-02   6.81e-03   1.94e-03   6.25e-03   1.08e-01]
 [  1.76e-01   3.74e-01   1.45e-01   0.00e+00   1.18e-01   1.87e-01]
 [  8.23e-04   4.67e-03   9.13e-01   3.66e-02   1.22e-02   3.28e-02]
 [  0.00e+00   0.00e+00   1.28e-01   8.64e-01   1.31e-04   7.23e-03]
 [  4.83e-05   3.23e-03   3.21e-02   7.72e-04   8.83e-01   8.05e-02]
 [  1.83e-02   1.16e-02   2.37e-01   6.69e-02   1.76e-01   4.91e-01]]";0.53877;"[[  8.20e-01   5.65e-03   7.26e-03   4.04e-04   2.06e-02   1.46e-01]
 [  1.95e-01   1.97e-01   2.94e-01   3.05e-03   9.89e-02   2.13e-01]
 [  3.21e-03   3.81e-03   8.62e-01   5.61e-02   3.31e-02   4.21e-02]
 [  0.00e+00   0.00e+00   1.62e-01   8.22e-01   5.17e-03   1.09e-02]
 [  1.95e-02   6.64e-03   1.19e-01   6.23e-03   7.29e-01   1.20e-01]
 [  3.62e-02   1.25e-02   2.51e-01   5.97e-02   1.82e-01   4.59e-01]]";0.76458;0.00001
02/20/17 14:30:22;40;3;30;200;0.921;0.833;0.745;0.617;1000;LSTM-norm-3ch+future;128;250;;c:\sleep\data\;5;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.65      0.82      0.73      1387
        1.0       0.40      0.32      0.36      1316
        2.0       0.87      0.88      0.88     14186
        3.0       0.80      0.85      0.82      5300
        4.0       0.93      0.83      0.88      7106
        5.0       0.02      0.35      0.04        17

avg / total       0.84      0.83      0.84     29312
";10.85;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(61125L, 216L);"[[  9.27e-01   4.49e-02   9.71e-03   8.32e-04   1.72e-02   8.32e-04]
 [  6.20e-02   6.16e-01   1.81e-01   4.55e-03   1.35e-01   2.10e-03]
 [  7.82e-04   8.82e-03   9.54e-01   2.66e-02   9.57e-03   1.07e-04]
 [  9.86e-04   2.46e-04   9.95e-02   8.99e-01   0.00e+00   1.64e-04]
 [  1.90e-03   5.63e-03   1.76e-02   7.31e-05   9.75e-01   0.00e+00]
 [  1.57e-01   2.73e-01   2.79e-01   7.78e-02   1.73e-01   3.97e-02]]";0.24169;"[[  6.53e-01   2.19e-01   3.91e-02   1.27e-02   7.48e-02   5.76e-04]
 [  8.22e-02   3.98e-01   1.80e-01   4.67e-03   3.35e-01   0.00e+00]
 [  3.71e-03   2.33e-02   8.73e-01   5.35e-02   4.60e-02   4.91e-04]
 [  2.49e-03   1.42e-03   1.96e-01   7.98e-01   1.60e-03   3.56e-04]
 [  2.84e-03   1.76e-02   4.66e-02   1.10e-03   9.32e-01   1.58e-04]
 [  2.99e-01   2.12e-01   2.54e-01   6.82e-02   1.44e-01   2.27e-02]]";0.48153;0.00001
02/20/17 16:41:15;41;3;30;200;0.93;0.801;0.753;0.573;3000;LSTM-norm-3ch+future;128;250;;c:\sleep\data\;15;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.60      0.72      0.66       479
        1.0       0.33      0.31      0.32       377
        2.0       0.85      0.85      0.85      4718
        3.0       0.71      0.79      0.75      1686
        4.0       0.94      0.81      0.87      2468
        5.0       0.00      0.00      0.00         0

avg / total       0.82      0.80      0.81      9728
";4;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20375L, 576L);"[[  9.23e-01   5.07e-02   9.15e-03   8.32e-04   1.58e-02   0.00e+00]
 [  2.73e-02   6.80e-01   1.72e-01   3.15e-03   1.18e-01   0.00e+00]
 [  8.54e-04   4.48e-03   9.66e-01   2.46e-02   3.84e-03   0.00e+00]
 [  0.00e+00   0.00e+00   1.08e-01   8.92e-01   0.00e+00   0.00e+00]
 [  1.10e-03   2.19e-03   9.00e-03   0.00e+00   9.88e-01   0.00e+00]
 [  8.57e-02   2.67e-01   4.29e-01   6.19e-02   1.48e-01   9.52e-03]]";0.23081;"[[  6.02e-01   1.56e-01   5.03e-02   1.39e-02   1.77e-01   0.00e+00]
 [  1.36e-01   3.32e-01   1.85e-01   2.89e-03   3.44e-01   0.00e+00]
 [  8.46e-03   2.47e-02   8.48e-01   6.98e-02   4.93e-02   0.00e+00]
 [  7.47e-03   3.20e-03   2.79e-01   7.09e-01   1.60e-03   0.00e+00]
 [  1.04e-02   1.56e-02   3.26e-02   4.73e-04   9.41e-01   0.00e+00]
 [  1.02e-01   1.82e-01   2.95e-01   1.93e-01   2.27e-01   0.00e+00]]";0.5891;0.00001
02/20/17 16:57:36;42;3;30;200;0.922;0.824;0.731;0.595;1500;LSTM-norm-3ch+future;128;250;;c:\sleep\data\;5;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.67      0.83      0.74      1077
        1.0       0.22      0.30      0.25       709
        2.0       0.89      0.85      0.87      9360
        3.0       0.81      0.85      0.83      3849
        4.0       0.93      0.83      0.88      4461
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.82      0.83     19456
";7.4;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(40802L, 216L);"[[  9.30e-01   4.49e-02   8.98e-03   2.25e-03   1.39e-02   0.00e+00]
 [  6.66e-02   5.85e-01   1.99e-01   5.40e-03   1.45e-01   0.00e+00]
 [  3.65e-04   5.10e-03   9.59e-01   2.69e-02   8.38e-03   0.00e+00]
 [  7.67e-04   2.56e-04   1.15e-01   8.84e-01   0.00e+00   0.00e+00]
 [  4.89e-03   1.81e-03   1.78e-02   4.25e-04   9.75e-01   0.00e+00]
 [  1.82e-01   2.19e-01   3.33e-01   1.22e-01   1.41e-01   2.60e-03]]";0.2417;"[[ 0.67  0.22  0.05  0.01  0.06  0.  ]
 [ 0.11  0.22  0.31  0.    0.36  0.  ]
 [ 0.    0.01  0.89  0.06  0.03  0.  ]
 [ 0.    0.    0.19  0.81  0.    0.  ]
 [ 0.    0.01  0.05  0.    0.93  0.  ]
 [ 0.19  0.15  0.37  0.1   0.2   0.  ]]";0.50366;0.00001
02/20/17 17:07:13;43;3;30;200;0.881;0.815;0.637;0.58;3000;LSTM-norm-3ch, new loader intrasub;128;250;;c:\sleep\data\;0;<class 'chainer.links.connection.lstm.LSTM'>;[0 1 2 3 4 5];"             precision    recall  f1-score   support

        0.0       0.74      0.72      0.73       803
        1.0       0.13      0.36      0.19       184
        2.0       0.88      0.82      0.85      4796
        3.0       0.85      0.88      0.86      2118
        4.0       0.89      0.82      0.85      2083
        5.0       0.00      0.00      0.00         0

avg / total       0.85      0.81      0.83      9984
";3.56;"31 in [ 0  1  2  3  4  5  6  7  8  9 10 11 12 13 33 34 35 36 37 38 39 40 41 42 43
 44 45 46 47 48 49]";(20092L, 36L);"[[ 0.83  0.03  0.08  0.02  0.04  0.  ]
 [ 0.17  0.2   0.38  0.    0.25  0.  ]
 [ 0.    0.    0.94  0.04  0.02  0.  ]
 [ 0.    0.    0.15  0.85  0.    0.  ]
 [ 0.01  0.    0.05  0.    0.94  0.  ]
 [ 0.09  0.08  0.52  0.11  0.2   0.  ]]";0.37412;"[[  7.35e-01   3.95e-02   1.78e-01   7.64e-03   3.95e-02   0.00e+00]
 [  2.86e-01   1.25e-01   3.57e-01   1.31e-02   2.19e-01   0.00e+00]
 [  9.65e-03   1.12e-02   8.80e-01   5.39e-02   4.51e-02   0.00e+00]
 [  4.60e-04   0.00e+00   1.46e-01   8.54e-01   0.00e+00   0.00e+00]
 [  6.20e-03   1.39e-02   9.24e-02   1.03e-03   8.86e-01   0.00e+00]
 [  1.70e-01   9.00e-02   4.80e-01   9.00e-02   1.70e-01   0.00e+00]]";0.54553;0.00001
